City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
141,pirapozinho,-22.2753,-51.5,27.860000000000014,65,0,5.14,BR,2025-1-9
142,lihue,21.9789,-159.3672,28.920000000000016,79,0,5.14,US,2025-1-9
143,fandriana,-20.2333,47.3833,22.0,82,6,1.52,MG,2025-1-9
144,nizhnesortymskiy,62.4397,71.7603,-4.6200000000000045,95,100,8.71,RU,2025-1-9
145,djibo,14.1022,-1.6306,23.04000000000002,22,100,3.94,BF,2025-1-9
146,tolanaro,-25.0319,46.9987,30.189999999999998,83,20,4.12,MG,2025-1-9
147,kristiansund,63.1115,7.732,1.0,86,75,1.54,NO,2025-1-9
148,turkmenbasy,40.0222,52.9552,5.579999999999984,93,0,0.0,TM,2025-1-9
149,usinsk,65.9939,57.5281,-7.029999999999973,94,100,7.2,RU,2025-1-9
150,cheremukhovo,60.3484,59.9851,-2.4499999999999886,74,25,5.38,RU,2025-1-9
151,kerema,-7.9631,145.7785,32.51999999999998,77,94,4.12,PG,2025-1-9
152,piton saint-leu,-21.2196,55.3151,30.589999999999975,58,0,1.54,RE,2025-1-9
153,kapa'a,22.0752,-159.319,29.329999999999984,83,0,5.14,US,2025-1-9
154,princeton,25.5384,-80.4089,16.149999999999977,58,0,3.6,US,2025-1-9
155,saldanha,-33.0117,17.9442,22.180000000000007,87,55,3.53,ZA,2025-1-9
156,macau,22.2006,113.5461,18.55000000000001,51,0,9.26,MO,2025-1-9
157,badger,64.8,-147.5333,-0.9200000000000159,87,75,1.54,US,2025-1-9
158,port alfred,-33.5906,26.891,22.139999999999986,90,0,0.89,ZA,2025-1-9
159,thetford,52.4167,0.75,0.040000000000020464,93,0,2.57,GB,2025-1-9
160,kalmunai,7.4167,81.8167,29.810000000000002,82,52,5.25,LK,2025-1-9
161,chibougamau,49.9168,-74.3659,-8.060000000000002,92,100,4.12,CA,2025-1-9
162,hasaki,35.7333,140.8333,10.20999999999998,31,31,9.25,JP,2025-1-9
163,vorkuta,67.5,64.0,-10.240000000000009,96,100,3.47,RU,2025-1-9
164,port macquarie,-31.4333,152.9167,26.519999999999982,86,100,2.24,AU,2025-1-9
165,midvagur,62.0511,-7.1939,0.6100000000000136,74,75,0.0,FO,2025-1-9
166,astrakhan,46.3497,48.0408,5.079999999999984,100,75,2.0,RU,2025-1-9
167,lata,40.1629,-8.3327,12.639999999999986,97,56,1.9,PT,2025-1-9
168,ohara,35.25,140.3833,10.29000000000002,32,0,8.26,JP,2025-1-9
169,carros,43.7894,7.184,12.470000000000027,64,66,3.19,FR,2025-1-9
170,zaragoza,41.6561,-0.8773,12.600000000000023,61,0,2.06,ES,2025-1-9
171,puerto deseado,-47.7503,-65.8938,15.310000000000002,67,4,9.13,AR,2025-1-9
172,pisco,-13.7,-76.2167,23.180000000000007,83,0,3.09,PE,2025-1-9
173,cooper's town,26.8667,-77.5167,20.839999999999975,58,1,7.3,BS,2025-1-9
174,svetlyy,54.675,20.1347,9.279999999999973,94,100,5.73,RU,2025-1-9
175,sao joao da barra,-21.6403,-41.0511,25.350000000000023,88,81,6.21,BR,2025-1-9
176,afaahiti,-17.75,-149.2833,30.230000000000018,77,100,5.52,PF,2025-1-9
177,tegina,10.0706,6.1906,23.930000000000007,21,0,4.14,NG,2025-1-9
178,ponta pora,-22.5361,-55.7256,26.360000000000014,41,0,2.25,BR,2025-1-9
179,sitka,57.0531,-135.33,12.089999999999975,81,100,9.77,US,2025-1-9
180,tralee,52.2704,-9.7026,4.7900000000000205,97,100,5.33,IE,2025-1-9
181,udachny,66.4167,112.4,-17.55000000000001,99,100,1.82,RU,2025-1-9
182,puerto colombia,10.9878,-74.9547,30.19999999999999,83,40,10.91,CO,2025-1-9
183,luderitz,-26.6481,15.1594,19.75,82,4,5.79,NA,2025-1-9
184,kununurra,-15.7667,128.7333,37.139999999999986,55,20,3.09,AU,2025-1-9
185,camarinas,43.1311,-9.1817,19.220000000000027,92,100,10.16,ES,2025-1-9
186,ad dilam,23.9915,47.1627,13.439999999999998,63,49,1.69,SA,2025-1-9
187,tamandare,-8.7597,-35.1047,29.00999999999999,85,74,4.04,BR,2025-1-9
188,tibanbang,6.6315,126.1055,30.670000000000016,77,100,0.76,PH,2025-1-9
189,beau vallon,-20.4189,57.6953,30.279999999999973,89,75,6.17,MU,2025-1-9
190,tazacorte,28.629,-17.9293,20.44999999999999,41,0,4.12,ES,2025-1-9
191,barcelos,41.5388,-8.6151,16.560000000000002,96,100,2.91,PT,2025-1-9
192,kimbe,-5.5502,150.1429,34.160000000000025,65,99,2.61,PG,2025-1-9
193,velingara,13.15,-14.1167,25.04000000000002,24,0,0.92,SN,2025-1-9
194,arkalyk,50.2486,66.9114,-8.550000000000011,69,57,5.25,KZ,2025-1-9
195,kolonia town,6.964,158.206,35.20999999999998,66,75,6.17,FM,2025-1-9
196,porthcawl,51.479,-3.7036,5.2900000000000205,94,77,5.43,GB,2025-1-9
197,johi,26.6921,67.6133,18.089999999999975,18,0,4.05,PK,2025-1-9
198,mahibadhoo,3.7833,72.9667,30.670000000000016,79,99,6.88,MV,2025-1-9
199,karkira,36.9292,6.5856,14.589999999999975,83,2,4.15,DZ,2025-1-9
200,cameron,26.117,-97.5169,9.129999999999995,96,100,6.17,US,2025-1-9
201,kogalym,62.2654,74.4791,-7.329999999999984,94,100,10.93,RU,2025-1-9
202,sao felix do xingu,-6.6447,-51.995,25.389999999999986,98,100,0.28,BR,2025-1-9
203,sultanah,24.4926,39.5857,15.399999999999977,62,40,4.12,SA,2025-1-9
204,tamanrasset,22.785,5.5228,10.100000000000023,29,0,2.57,DZ,2025-1-9
205,goianesia,-15.3175,-49.1175,23.24000000000001,98,100,0.62,BR,2025-1-9
206,kishapu,-3.6167,33.8667,21.49000000000001,90,75,1.15,TZ,2025-1-9
207,wailua homesteads,22.0669,-159.378,28.589999999999975,85,0,5.14,US,2025-1-9
208,buzdyak,54.5833,54.55,1.8000000000000114,91,100,1.76,RU,2025-1-9
209,la ronge,55.1001,-105.2842,-14.710000000000008,85,100,1.54,CA,2025-1-9
210,trincomalee,8.5711,81.2335,28.95999999999998,86,31,5.79,LK,2025-1-9
211,oranjemund,-28.55,16.4333,19.79000000000002,92,0,2.37,NA,2025-1-9
212,saint-pierre,-21.3393,55.4781,31.970000000000027,58,0,1.54,RE,2025-1-9
213,pajara,28.3504,-14.1076,17.879999999999995,79,52,5.2,ES,2025-1-9
214,egbe,8.2167,5.5167,23.389999999999986,23,6,0.99,NG,2025-1-9
215,nar'yan-mar,67.6713,53.087,-7.279999999999973,95,100,3.95,RU,2025-1-9
216,bonthe,7.5264,-12.505,28.29000000000002,88,100,1.32,SL,2025-1-9
217,kassala,15.451,36.4,24.069999999999993,62,0,2.57,SD,2025-1-9
218,mata-utu,-13.2816,-176.1745,30.720000000000027,82,100,12.86,WF,2025-1-9
219,sao paulo de olivenca,-3.3783,-68.8725,26.19999999999999,98,100,1.02,BR,2025-1-9
220,collie,-33.3667,116.15,33.18000000000001,20,98,3.53,AU,2025-1-9
221,polyarnyy,69.1989,33.4478,-6.25,98,99,4.8,RU,2025-1-9
222,bereznik,62.8551,42.7072,-13.279999999999973,94,6,1.72,RU,2025-1-9
223,umuahia,5.5263,7.4896,24.850000000000023,94,22,1.44,NG,2025-1-9
224,georgetown,5.4112,100.3354,34.120000000000005,48,20,5.14,MY,2025-1-9
225,cockburn town,21.4612,-71.1419,27.379999999999995,59,80,5.87,TC,2025-1-9
226,vila do maio,15.1333,-23.2167,26.879999999999995,71,0,7.61,CV,2025-1-9
227,bangassou,4.7413,22.8184,21.730000000000018,39,48,1.26,CF,2025-1-9
228,sinazongwe,-17.2614,27.4618,26.49000000000001,87,100,4.73,ZM,2025-1-9
229,tchaourou,8.8865,2.5975,24.920000000000016,21,3,2.78,BJ,2025-1-9
230,margate,51.3813,1.3862,2.980000000000018,88,8,0.45,GB,2025-1-9
231,mountain home,43.133,-115.6912,-0.10000000000002274,92,0,3.6,US,2025-1-9
232,miguel ahumada,30.6167,-106.5167,4.449999999999989,62,100,7.54,MX,2025-1-9
233,kez,57.8979,53.7152,-0.9700000000000273,90,74,4.21,RU,2025-1-9
234,hilo,19.7297,-155.09,27.0,92,0,2.57,US,2025-1-9
235,tiksi,71.6872,128.8694,-22.930000000000007,99,96,4.55,RU,2025-1-9
236,san pedro,14.35,121.0167,32.76999999999998,73,75,7.6,PH,2025-1-9
237,crane,31.3974,-102.3501,5.430000000000007,69,40,5.85,US,2025-1-9
238,'alaqahdari dishu,30.4374,63.313,10.490000000000009,52,97,2.72,AF,2025-1-9
239,gusinoozyorsk,51.2833,106.5,-20.569999999999993,99,99,2.0,RU,2025-1-9
240,aldama,22.9167,-98.0667,17.660000000000025,94,31,1.1,MX,2025-1-9
241,coihueco,-36.6167,-71.8333,23.560000000000002,52,0,3.6,CL,2025-1-9
242,hammerfest,70.6634,23.6821,-7.600000000000023,73,6,1.54,NO,2025-1-9
243,vorgashor,67.5833,63.95,-10.420000000000016,96,100,3.6,RU,2025-1-9
244,nelson bay,-32.7167,152.15,28.769999999999982,78,100,8.05,AU,2025-1-9
245,dalton,34.7698,-84.9702,1.0299999999999727,60,75,2.06,US,2025-1-9
246,suntar,62.1444,117.6319,-12.079999999999984,95,100,2.28,RU,2025-1-9
247,constantia,44.1833,28.65,9.649999999999977,94,100,4.57,RO,2025-1-9
248,taoudenni,22.6783,-3.9836,16.529999999999973,23,4,4.89,ML,2025-1-9
249,amos,48.5669,-78.1162,-19.03,98,12,1.58,CA,2025-1-9
250,petropavlovsk-kamchatsky,53.0452,158.6483,-5.519999999999982,45,0,2.0,RU,2025-1-9
251,arzgir,45.3728,44.2206,8.25,80,0,3.74,RU,2025-1-9
252,grande prairie,55.1667,-118.8027,3.25,93,100,0.0,CA,2025-1-9
253,fort mcmurray,56.7268,-111.381,-5.079999999999984,92,100,4.63,CA,2025-1-9
254,cumbal,0.9088,-77.7915,13.20999999999998,100,75,1.54,CO,2025-1-9
255,la ferte-bernard,48.1863,0.6536,5.189999999999998,95,100,2.87,FR,2025-1-9
256,tomatlan,19.9333,-105.25,23.629999999999995,90,95,1.0,MX,2025-1-9
257,nogliki,51.8333,143.1667,-10.0,75,43,4.54,RU,2025-1-9
258,cannonvale,-20.2833,148.7,32.81,63,89,3.81,AU,2025-1-9
259,rio preto da eva,-2.6994,-59.6997,26.24000000000001,98,100,1.03,BR,2025-1-9
260,saint-joseph,-21.3667,55.6167,31.360000000000014,77,100,5.28,RE,2025-1-9
261,namdrik,5.5994,168.1028,30.879999999999995,79,49,9.57,MH,2025-1-9
262,zintan,31.9223,12.252,11.829999999999984,45,62,2.67,LY,2025-1-9
263,sibundoy,1.2048,-76.9237,17.24000000000001,98,95,0.66,CO,2025-1-9
264,kuta,-8.7233,115.1723,31.120000000000005,94,75,4.12,ID,2025-1-9
265,kidal,18.4411,1.4078,18.230000000000018,20,100,5.77,ML,2025-1-9
266,punta arenas,-53.15,-70.9167,11.20999999999998,71,20,4.12,CL,2025-1-9
267,kralendijk,12.15,-68.2667,28.139999999999986,88,97,2.57,BQ,2025-1-9
268,funafuti,-8.5243,179.1942,33.14999999999998,70,75,9.26,TV,2025-1-9
269,kerikeri,-35.2268,173.9474,23.660000000000025,85,97,0.89,NZ,2025-1-9
270,sathupalli,17.2497,80.869,26.139999999999986,59,8,2.74,IN,2025-1-9
271,okha,53.5739,142.9478,-15.52000000000001,93,45,7.37,RU,2025-1-9
272,sanming,26.2486,117.6186,11.95999999999998,56,98,2.31,CN,2025-1-9
273,saint-philippe,-21.3585,55.7679,29.910000000000025,83,97,5.21,RE,2025-1-9
274,rhinelander,45.6366,-89.4121,-2.5500000000000114,68,100,3.09,US,2025-1-9
275,rongelap,11.1635,166.8941,30.360000000000014,76,3,9.81,MH,2025-1-9
276,guerrero negro,27.9769,-114.0611,18.620000000000005,39,0,4.97,MX,2025-1-9
277,eyl,7.9803,49.8164,25.80000000000001,72,15,6.04,SO,2025-1-9
278,mareeba,-17.0,145.4333,38.329999999999984,30,5,1.06,AU,2025-1-9
279,ibanda,0.9268,29.856,19.180000000000007,54,91,0.74,CD,2025-1-9
280,sao vicente,-23.9631,-46.3919,25.360000000000014,26,83,2.15,BR,2025-1-9
281,letterkenny,54.95,-7.7333,-0.38999999999998636,88,83,0.64,IE,2025-1-9
282,cepu,-7.1475,111.5906,30.54000000000002,79,100,1.63,ID,2025-1-9
283,howrah,22.5892,88.3103,20.149999999999977,72,0,3.6,IN,2025-1-9
284,sironj,24.1,77.7,19.00999999999999,35,34,3.01,IN,2025-1-9
285,tura,25.5198,90.2201,24.25,51,0,0.88,IN,2025-1-9
286,buon ma thuot,12.6667,108.05,27.74000000000001,52,77,6.06,VN,2025-1-9
287,mount isa,-20.7333,139.5,45.01999999999998,12,28,5.14,AU,2025-1-9
288,athni,16.7333,75.0667,24.370000000000005,60,92,6.26,IN,2025-1-9
289,armacao de buzios,-22.7469,-41.8817,24.769999999999982,91,15,5.76,BR,2025-1-9
290,cabo san lucas,22.8909,-109.9124,22.45999999999998,48,40,3.6,MX,2025-1-9
291,mejit,10.2753,170.8646,29.899999999999977,81,79,9.57,MH,2025-1-9
292,geraldton,-28.7667,114.6,28.379999999999995,61,97,5.66,AU,2025-1-9
293,kirensk,57.7853,108.1119,-10.889999999999986,95,100,2.11,RU,2025-1-9
